央视,#genre#
惠东综合,http://8.137.59.151:3000/guangdong/chudian.php?id=hdzh
开平综合,http://8.137.59.151:3000/guangdong/chudian.php?id=kpzh
开平生活,http://8.137.59.151:3000/guangdong/chudian.php?id=kpsh
广宁综合,http://8.137.59.151:3000/guangdong/chudian.php?id=gnzh
化州综合,http://8.137.59.151:3000/guangdong/chudian.php?id=hzzh
廉江综合,http://8.137.59.151:3000/guangdong/chudian.php?id=ljzh
英德新闻综合,http://8.137.59.151:3000/guangdong/chudian.php?id=ydxw
普宁综合,http://8.137.59.151:3000/guangdong/chudian.php?id=pnzh
紫金综合,http://8.137.59.151:3000/guangdong/chudian.php?id=zjzh
阳春综合,http://8.137.59.151:3000/guangdong/chudian.php?id=yczh
怀集综合,http://8.137.59.151:3000/guangdong/chudian.php?id=hjzh
惠阳电视台,http://8.137.59.151:3000/guangdong/chudian.php?id=hytv
信宜综合,http://8.137.59.151:3000/guangdong/chudian.php?id=xyzh
阳西综合,http://8.137.59.151:3000/guangdong/chudian.php?id=yxzh
台山台,http://8.137.59.151:3000/guangdong/chudian.php?id=tstv
遂溪台,http://8.137.59.151:3000/guangdong/chudian.php?id=sxtv
新会综合,http://8.137.59.151:3000/guangdong/chudian.php?id=xhzh
和平综合,http://8.137.59.151:3000/guangdong/chudian.php?id=hpzh
东源台,http://8.137.59.151:3000/guangdong/chudian.php?id=dytv
吴川综合,http://8.137.59.151:3000/guangdong/chudian.php?id=wczh
乐昌电视台,http://8.137.59.151:3000/guangdong/chudian.php?id=lctv
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
肇庆综合,http://php.jdshipin.com:8880/chudian.php?id=zqzh
肇庆公共,http://php.jdshipin.com:8880/chudian.php?id=zqgg
河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
阳江-1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
阳江-2,http://php.jdshipin.com:8880/chudian.php?id=yjtv2
惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
广宁综合,http://php.jdshipin.com:8880/chudian.php?id=gnzh
化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
英德新闻综合,http://php.jdshipin.com:8880/chudian.php?id=ydxw
普宁综合,http://php.jdshipin.com:8880/chudian.php?id=pnzh
紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
徐闻综合,http://php.jdshipin.com:8880/chudian.php?id=xwzh
阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
和平综合,http://php.jdshipin.com:8880/chudian.php?id=hpzh
东源台,http://php.jdshipin.com:8880/chudian.php?id=dytv
吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
潮安综合,http://php.jdshipin.com:8880/chudian.php?id=cazh


江西,#genre#
江西卫视,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv1.m3u8
江西都市,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv2.m3u8
江西经视,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/liveve/tv_jxtv3_hd.m3u8
江西影视,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv4.m3u8
江西公共,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv5.m3u8
江西少儿,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv6.m3u8
江西新闻,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv7.m3u8
江西移动,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_jxtv8.m3u8
风尚购物,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_fsgw.m3u8
陶瓷频道,http://183.204.13.237/mmst.v.smtcdns.net/yun-live.jxtvcn.com.cn/live/tv_taoci.m3u8
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv
上饶综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8
上饶经济,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao2.m3u8
上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8
新余公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8
新余教育,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8
井冈山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8
都昌综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_duchang.m3u8
彭泽综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
永修一套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8
庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
武宁综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8

重庆,#genre#
重庆新闻,http://dp.sxtv.top:88/2b/cqyx.php?id=cqxw
重庆科教,http://dp.sxtv.top:88/2b/cqyx.php?id=cqkj
重庆影视,http://dp.sxtv.top:88/2b/cqyx.php?id=cqys
重庆文体娱乐,http://dp.sxtv.top:88/2b/cqyx.php?id=cqwtyl
重庆少儿,http://dp.sxtv.top:88/2b/cqyx.php?id=cqse
重庆时尚生活,http://dp.sxtv.top:88/2b/cqyx.php?id=cqsssh
重庆新农村,http://dp.sxtv.top:88/2b/cqyx.php?id=cqxnc
重庆社会与法,http://dp.sxtv.top:88/2b/cqyx.php?id=cqshyf
重庆移动,http://dp.sxtv.top:88/2b/cqyx.php?id=cqyd
重庆汽摩,http://dp.sxtv.top:88/2b/cqyx.php?id=cqqm
重广融媒,http://dp.sxtv.top:88/2b/cqyx.php?id=cgrm
爱看导视,http://dp.sxtv.top:88/2b/cqyx.php?id=akds
合川综合,http://dp.sxtv.top:88/2b/cqyx.php?id=hczh
长寿综合,http://dp.sxtv.top:88/2b/cqyx.php?id=cszh
酉阳综合,http://dp.sxtv.top:88/2b/cqyx.php?id=yyzh
云阳综合,http://dp.sxtv.top:88/2b/cqyx.php?id=yunyzh
铜梁综合,http://dp.sxtv.top:88/2b/cqyx.php?id=tlzh
家有购物,http://dp.sxtv.top:88/2b/cqyx.php?id=jygw
新动漫,http://dp.sxtv.top:88/2b/cqyx.php?id=xdm
证券服务,http://dp.sxtv.top:88/2b/cqyx.php?id=zqfw
山东教育,http://dp.sxtv.top:88/2b/cqyx.php?id=sdjy
收藏天下,http://dp.sxtv.top:88/2b/cqyx.php?id=sctx
国学频道,http://dp.sxtv.top:88/2b/cqyx.php?id=gxpd
快乐垂钓,http://dp.sxtv.top:88/2b/cqyx.php?id=klcd
金鹰卡通,http://dp.sxtv.top:88/2b/cqyx.php?id=jykt
先锋乒羽,http://dp.sxtv.top:88/2b/cqyx.php?id=xfpy
风尚购物,http://dp.sxtv.top:88/2b/cqyx.php?id=fsgw
财富天下,http://dp.sxtv.top:88/2b/cqyx.php?id=cftx
天元围棋,http://dp.sxtv.top:88/2b/cqyx.php?id=tywq
摄影频道,http://dp.sxtv.top:88/2b/cqyx.php?id=sypd
求索纪录,http://dp.sxtv.top:88/2b/cqyx.php?id=qsjl
重温经典,http://dp.sxtv.top:88/2b/cqyx.php?id=cwjd

湖南,#genre#

湖南教育,http://dp.sxtv.top:88/2b/yfy.php?id=43021
湖南经视,http://dp.sxtv.top:88/2b/yfy.php?id=43024
金鹰卡通,http://dp.sxtv.top:88/2b/yfy.php?id=43025
湖南娱乐,http://dp.sxtv.top:88/2b/yfy.php?id=43027
湖南都市,http://dp.sxtv.top:88/2b/yfy.php?id=43028
湖南电影,http://dp.sxtv.top:88/2b/yfy.php?id=43029
湖南电视剧,http://dp.sxtv.top:88/2b/yfy.php?id=43030
快乐购,http://dp.sxtv.top:88/2b/yfy.php?id=43032
四海钓鱼,http://dp.sxtv.top:88/2b/yfy.php?id=43036
劲爆体育,http://dp.sxtv.top:88/2b/yfy.php?id=43038
欢笑剧场,http://dp.sxtv.top:88/2b/yfy.php?id=43039
乐游,http://dp.sxtv.top:88/2b/yfy.php?id=43040
游戏风云,http://dp.sxtv.top:88/2b/yfy.php?id=43041
生活时尚,http://dp.sxtv.top:88/2b/yfy.php?id=43043
动漫秀场,http://dp.sxtv.top:88/2b/yfy.php?id=43045
CHC高清电影,http://dp.sxtv.top:88/2b/yfy.php?id=43063
湖南爱晚,http://dp.sxtv.top:88/2b/yfy.php?id=43080
新视觉,http://dp.sxtv.top:88/2b/yfy.php?id=43082
魅力足球,http://dp.sxtv.top:88/2b/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/2b/yfy.php?id=43084
都市剧场,http://dp.sxtv.top:88/2b/yfy.php?id=43085
金鹰纪实,http://dp.sxtv.top:88/2b/yfy.php?id=43087
益阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=43088
益阳教育,http://dp.sxtv.top:88/2b/yfy.php?id=43089
益阳公共,http://dp.sxtv.top:88/2b/yfy.php?id=43090
湖南都市,http://dp.sxtv.top:88/2b/yfy.php?id=43094
湖南电影,http://dp.sxtv.top:88/2b/yfy.php?id=43098
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8

湖北,#genre#
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湖北卫视高清,http://113.57.109.36:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
湖北综合高清,http://113.57.109.36:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视高清,http://113.57.109.36:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上高清,http://113.57.109.36:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖北公共高清,http://113.57.109.36:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
武汉一台,http://113.57.109.36:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
武汉二台,http://113.57.109.36:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
武汉三台,http://113.57.109.36:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
武汉四台,http://113.57.109.36:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
武汉五台,http://113.57.109.36:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
宜昌综合,https://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1735660799-0-0-152a9f6a201d7d56428feae52d4b18b8
三峡旅游,https://yichang-live21.cjyun.org/10091/s10091-ycly.m3u8?auth_key=1735660799-0-0-3232283b7b347bb21b712ea8398761d1
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8


江苏,#genre#
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
苏州4K超清,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
徐州新闻综合,http://stream3.huaihai.tv/xwzh1t/sd/live.m3u8
徐州经济生活,http://stream3.huaihai.tv/xz2t/sd/live.m3u8
徐州公共频道,http://stream3.huaihai.tv/xz4t/sd/live.m3u8
徐州文艺影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
扬州新闻综合,http://zjtv-wshls.homecdn.com/live/8bb.m3u8
扬州城市,http://zjtv-wshls.homecdn.com/live/8bd.m3u8
扬州生活,http://zjtv-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,http://zjtv-wshls.homecdn.com/live/8c3.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
溧水新闻,http://live.lsrmw.cn/zhpd/sd/live.m3u8
溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
铜山三农,http://stream.tstvxmt.com/ts2/sd/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
淮安新闻综合,http://live1.habctv.com/zhpdsl/sd/live.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd
句容影院频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8?zjiangsd
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd

北京,#genre#

BRTV新闻,http://222.129.36.84:8888/rtp/239.3.1.159:8000
BRTV影视,http://222.129.36.84:8888/rtp/239.3.1.158:8000
BRTV文艺,http://222.129.36.84:8888/rtp/239.3.1.242:8000
BRTV财经,http://222.129.36.84:8888/rtp/239.3.1.116:8000
BRTV生活,http://222.129.36.84:8888/rtp/239.3.1.117:8000
BRTV纪实科教,http://222.129.36.84:8888/rtp/239.3.1.115:8000
BRTV体育休闲,http://222.129.36.84:8888/rtp/239.3.1.243:8000
BRTV卡酷少儿,http://222.129.36.84:8888/rtp/239.3.1.189:8000
BTV国际频道,http://222.129.36.84:8888/rtp/239.3.1.235:8000
淘电影,http://222.129.36.84:8888/rtp/239.3.1.250:8001
淘精彩,http://222.129.36.84:8888/rtp/239.3.1.178:8001
淘剧场,http://222.129.36.84:8888/rtp/239.3.1.95:8001
淘娱乐,http://222.129.36.84:8888/rtp/239.3.1.100:8001
淘Baby,http://222.129.36.84:8888/rtp/239.3.1.238:8001

上海,#genre#
新闻综合,http://58.37.189.47:8088/udp/239.45.3.209:5140
东方卫视,http://58.37.189.47:8088/udp/239.45.3.146:5140
都市频道,http://58.37.189.47:8088/udp/239.45.3.236:5140
纪实人文,http://58.37.189.47:8088/udp/239.45.3.212:5140
东方影视,http://58.37.189.47:8088/udp/239.45.3.237:5140
第一财经,http://58.37.189.47:8088/udp/239.45.3.211:5140
五星体育,http://58.37.189.47:8088/udp/239.45.3.210:5140
哈哈炫动,http://58.37.189.47:8088/udp/239.45.1.55:5140
上视外语,http://58.37.189.47:8088/udp/239.45.1.127:5140
都市剧场,http://58.37.189.47:8088/udp/239.45.3.136:5140

浙江,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
金华武义综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
